screen_name,user_id,location,description,url,gender,party,state,district
RepEliotEngel,164007407,,"Congressman representing parts of the Bronx and Westchester Counties in New York #NY16. Chair, @HouseForeign.",http://t.co/BVwX9Ov3sA,M,D,NY,16.0
repcleaver,163570705,,"This is the official Twitter page of Congressman Emanuel Cleaver, II, representing Missouri's Fifth District.",https://t.co/dOfaqxI1gQ,M,D,MO,5.0
RepCohen,162069635,"Memphis, TN and Washington, DC",CongressTN09 Memphis;Judiciary&Transportation;Civil Rights&Liberties;Impeach45; Women&Minority Issues;Med. Research;Animal Welfare;Father of TN Ed. Lottery; Dem,https://t.co/8nluo21rdt,M,D,TN,9.0
BobbyScott,161791703,"Newport News, VA","Proudly representing Virginia's 3rd Congressional District. Chairman, Committee on Education and Labor @EdLaborCmte.",https://t.co/gWMFDglGRu,M,D,VA,3.0
RepKayGranger,161743731,Texas,Representing the 12th District of Texas. Ranking Member of the House Appropriations Committee. #TX12,https://t.co/rjSuyksQGL,F,R,TX,12.0
gracenapolitano,161411080,"El Monte, CA",Congresswoman from California's 32nd Congressional District in the US House of Representatives,https://t.co/7k3n9mOHmy,F,D,CA,32.0
RepAlGreen,156333623,"Houston, TX & Washington, DC","Proud to represent TX-09 in the U.S. House of Representatives 
• https://t.co/Lcfa10jIfH • https://t.co/MXGp8OLtZm 
#First58 #Historic66 #Noble95",https://t.co/4xG26ktTyt,M,D,TX,9.0
RepDavidEPrice,155669457,,"I am proud to represent NC's 4th Congressional District, which includes Orange and parts of Wake and Durham Counties.",https://t.co/Ie8fVlfmac,M,D,NC,4.0
RepLloydDoggett,153944899,Texas,Representing communities from San Antonio to Austin. Chairman of the Health Subcommittee on the House Ways & Means Committee.,http://t.co/ukPGmJS3hB,M,D,TX,35.0
RepMarciaFudge,153486399,"Cleveland / Akron, OH","I work on behalf of the people of the 11th District to create jobs, promote quality education, improve access to health care and protect civil rights for all.",http://t.co/JrkK1xS2vV,F,D,OH,11.0
HouseBudgetDems,151963505,,"Official account for U.S House of Representatives Budget Committee, Chairman @RepJohnYarmuth",https://t.co/rRChWZI0w4,,,,
ChrisMurphyCT,150078976,,U.S. Senator from Connecticut.,,M,D,CT,
RepRobBishop,148006729,Brigham City or D.C.,,http://t.co/I1sp1BC4hV,M,R,UT,1.0
rosadelauro,140519774,"New Haven, CT","Proud to represent CT's 3rd CD. Italian-American, New Haven native, fierce advocate for a strong middle class & those in need. Tweets from Rosa are signed -Rosa",http://t.co/IEn4FrZ95W,F,D,CT,3.0
RepTedDeutch,137794015,"Florida, USA","Chairman of Ethics Committee. Chairman of Subcommittee on Middle East, North Africa & Int’l Terrorism. Member of Judiciary Committee. I rep Broward & Palm Beach",https://t.co/yp6YjUk7GH,M,D,FL,22.0
SenRickScott,131546062,The Sunshine State,"Senator from the great state of Florida. Fighting for Florida families and to Make Washington Work. #LetsGetToWork
https://t.co/t2TJJ5tras",https://t.co/sHIJdrhtn1,M,R,FL,
RepFredUpton,124224165,"St. Joseph, Michigan","Call me Fred. Husband, Dad, & proud to represent Southwest Michigan.",https://t.co/3thchERYkn,M,R,MI,6.0
repdinatitus,122174004,"Las Vegas, NV",Congresswoman proudly representing the First District of Nevada in the U.S. House of Representatives.,https://t.co/2roqLuazqO,F,D,NV,1.0
SenatorCantwell,117501995,"Washington, DC",U.S. Senator from Washington State | Tweets from Maria are signed –MC | Facebook: https://t.co/qLmMk10nJI RT≠endorsement,https://t.co/5P50HzPLoB,F,D,WA,
JECDems,116505994,"Washington, D.C.","News & updates from the Democratic staff of the U.S. Congress Joint Economic Committee. Vice Chair Rep. Carolyn B. Maloney @RepMaloney

RTs!=endorsements.",https://t.co/6KGMIAlGfo,,,,
DWStweets,115979444,"Weston, FL & Washington, D.C.","Dog loving, clean cooking, breast cancer-surviving, Florida Gator cheering, softball-playing mother of three fighting in Congress on behalf of South Floridians.",https://t.co/R5UpTCuwFP,F,D,FL,23.0
HouseCommerce,114756202,"Washington, D.C.",House Energy & Commerce Committee Republicans | Republican Leader @repgregwalden,https://t.co/N1b9OueDJW,,,,
RepRonKind,112740986,"La Crosse, WI",Proud Wisconsinite. 🏈🧀🇺🇸🍻 I work for the people of Wisconsin’s Third Congressional District.  Go Badgers! Go Brewers! Go Pack!,https://t.co/36VsaHRS7r,M,D,WI,3.0
JoeCrowleyNY,111635980,,"A boy from Queens. Father, husband, former Congressman, and Springsteen fan.",,,,,
SenatorShaheen,109287731,"Washington, DC",Proud Granite Stater serving New Hampshire in the US Senate. Former Governor. Mother & Grandmother. Frequent Flyer. Pats & Red Sox Fan. Outdoor enthusiast.,https://t.co/6hHVU7yiOK,F,D,NH,
JECRepublicans,109280446,,"Official account of the U.S. Congressional Joint Economic Committee, Republicans. Home of the Social Capital Project. Chairman: @SenMikeLee",https://t.co/M5uBJVZeZn,,,,
SenatorCardin,109071031,"Maryland, USA","U.S. Senator for Maryland. #SaveTheBay. Small Business, Foreign Relations, Enviro, Finance committees. https://t.co/Rwn7M4xbXO",https://t.co/Vn15gdjyCO,M,D,MD,
maziehirono,92186819,Hawaii,U.S. Senator Mazie K. Hirono - Proudly Serving the People of Hawaii,http://t.co/m4u3CFOBHg,F,D,HI,
RepDwightEvans,90639372,"Philadelphia, PA",Representing the 3rd Congressional District in PA. Making Ideas Matter since 1980. Connect on Facebook: https://t.co/xMYIke63lr,https://t.co/JF4XLr08tQ,M,D,PA,3.0
RepGaramendi,88806753,"Walnut Grove, CA","Congressman for California's 3rd Congressional District, former Lieutenant Governor, Insurance Commissioner, Deputy Interior Secretary, state legislator",https://t.co/URSjg4grIB,M,D,CA,3.0
SenMikeLee,88784440,Utah,I am a United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington!,http://t.co/WnT9wNOtNT,M,R,UT,
RepJoeCourtney,85396297,"Vernon, CT",U.S. Congressman proudly fighting for the residents of Connecticut’s 2nd Congressional District. https://t.co/qNiLbsYBdJ,http://t.co/AUFMDc1ZOx,M,D,CT,2.0
RepPaulTonko,84119348,,"Engineer. Ice cream lover. Chair of Environment & Climate Subcommittee. Congressman for #NY20 Albany, Schenectady, Troy, Saratoga Springs, Amsterdam & more 🇺🇸",https://t.co/63lCEfxOKL,M,D,NY,20.0
BennieGThompson,82453460,"Bolton, Mississippi",Husband. Father. Grandfather. Avid hunter. Proudly serving #MS02 in Congress. | Chairman of @HomelandDems. | Follow my Instagram: @benniegthompson.,https://t.co/kfK8rrv43J,M,D,MS,2.0
JacksonLeeTX18,80612021,"Houston, TX","Official Twitter account for Congresswoman Sheila Jackson Lee, Representing Texas' 18th Congressional District in the U.S. House of Representatives.",https://t.co/5K4lQ3yBcP,F,D,TX,18.0
GerryConnolly,78445977,Virginia's 11th District,Proudly representing Virginia's 11th District,,M,D,VA,11.0
SenatorIsakson,78403308,GA & DC,"U.S. Senator Johnny Isakson, R-Ga. | Committees: Veterans' Affairs, Chairman; Ethics, Chairman; Foreign Relations; HELP; Finance.
Keep comments family friendly.",http://t.co/n3mMYfmg5C,M,R,GA,
RulesReps,78369108,"Washington, DC","The official Twitter page for the House Rules Committee, Republicans. Ranking Republican @TomColeOK04.",https://t.co/vSIFSH4BsU,,,,
SenAlexander,76649729,"Maryville, TN",7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #RestoreOurParks,https://t.co/NVVkJ8g3Rp,M,R,TN,
SenStabenow,76456274,"Washington, DC",Representing the people from the Great State of Michigan in the United States Senate,https://t.co/pSdzZMCUzw,F,D,MI,
Robert_Aderholt,76452765,"Haleyville, AL",Proudly serving the 4th Congressional District of Alabama in the United States House of Representatives,,M,R,AL,4.0
CongMikeSimpson,76132891,"Washington, D.C.",Proudly representing Idaho's 2nd Congressional District,http://t.co/lRNTKPfcmE,M,R,ID,2.0
HouseForeignGOP,75367781,"Washington, DC","Official Twitter for the House Committee on Foreign Affairs | Lead Republican, @RepMcCaul",https://t.co/ZTZYXt2mCY,,,,
SenPatRoberts,75364211,"Kansas, USA",Senior Senator from Kansas. Chairman of @SenateAgGOP.,,M,R,KS,
BillPascrell,74508260,"Paterson, NJ","Representing the 9th District of New Jersey in the House of Representatives. Proud Patersonian. Member, Ways & Means Committee.",https://t.co/q9EtRgyxbk,M,D,NJ,9.0
HASCDemocrats,74294786,"Washington, DC","Oversight and funding of the Department of Defense, the United States Armed Forces, and portions of the Department of Energy. Chairman: @RepAdamSmith",https://t.co/R7h5VvSWa1,,,,
SenBobCorker,73303753,Tennessee,Official news and updates from former United States Senator Bob Corker (R-Tennessee).,https://t.co/VmjkHGcALo,M,R,TN,
HouseForeign,61206798,"Washington, DC","House committee responsible for foreign policy legislation and oversight | @RepEliotEngel, Chairman | #HFAC",https://t.co/ECPx7iSNMX,,,,
SenatorTomUdall,60828944,Santa Fe and Washington,United States Senator from New Mexico.,http://t.co/ETWpVFzOcZ,M,D,NM,
RepAdamSmith,58928690,Washington's 9th District,Proudly serving Washington State's 9th District. Chairman of the House Armed Services Committee @HASCDemocrats,http://t.co/bEAIcyoDki,M,D,WA,9.0
RepMikeQuigley,56864092,"Chicago, IL; Washington, DC","Representing Illnois' 5th District. House Appropriator, Intelligence Committee member, amateur hockey player, proud Cubs fan. He/Him.",https://t.co/6va5Z6HIQf,M,D,IL,5.0
DrPhilRoe,52503751,East Tennessee,"Official Account of Rep. Phil Roe, MD, serving TN-01. Ranking Member of @HouseVetAffairs . Member of @EdWorkforce & co-chair of @gopdoccaucus",http://t.co/eWYX8wFvy7,M,R,TN,1.0
RepMikeTurner,51228911,"Washington, DC and Dayton, OH","I proudly represent the Tenth District of Ohio. Montgomery County, Greene County and Fayette County. #OH10",http://t.co/hhH39SKxLO,M,R,OH,10.0
RepJohnLarson,50452197,"Hartford, CT",Member of Congress representing the First  District of Connecticut.,https://t.co/2WXsNSQ5rW,M,D,CT,1.0
RepMcClintock,50152441,"Washington, DC","United States Representative, 4th District of California",http://t.co/M52pLVZcTJ,M,R,CA,4.0
SteveKingIA,48117116,"Washington, DC","U.S. Congress, 4th Congressional District of Iowa #IA04",,M,R,IA,4.0
brianschatz,47747074,"ÜT: 19.72105,-155.087417",United States Senator from Hawaii. Dad. Climate Hawk. Appropriator. Chief Deputy Whip.,https://t.co/TFoJ19ZTFY,M,D,HI,
SenSherrodBrown,43910797,"Cleveland, OH",Office of United States Senator Sherrod Brown. Proud to serve Ohio. Tweets from Sherrod signed -SB.,http://t.co/YX0sj7bkFG,M,D,OH,
FinancialCmte,42924141,"Washington, D.C.",U.S. House Committee on Financial Services Republicans – Ranking Member @PatrickMcHenry,https://t.co/EKkSEK5LqC,,,,
aguilarpete,41533245,"Redlands, CA",Dad. Husband. Former pothole filling Mayor and elected Representative of California's 31st district. Living the dream. Personal account,https://t.co/tTc0XSgDq9,M,D,CA,31.0
RepSmucker,41417564,"Lancaster, PA",Representing the people of #PA11 in the U.S. House of Representatives. Husband & father.,https://t.co/YKMSx3njz4,M,R,PA,11.0
RepJerryNadler,40302336,"New York, NY",Representing parts of Manhattan and Brooklyn. Proud to serve as the Chair of @HouseJudiciary. Follow me at https://t.co/eAS0pRYbYu,https://t.co/keKmu0YhMW,M,D,NY,10.0
USRepMikeDoyle,39249305,"Pittsburgh, PA",U.S. Member of Congress representing PA's 18th District,https://t.co/lnbMOLPFwX,M,D,PA,18.0
RobinLynneKelly,38285038,"Matteson, Illinois","Congresswoman, 2nd Illinois' Congressional district",https://t.co/VpGqIcMLEg,F,D,IL,2.0
DorisMatsui,38254095,"Sacramento, CA",Representing California's 6th Congressional District. Member of the @EnergyCommerce Committee.,http://t.co/dt820eUUHc,F,D,CA,6.0
MarioDB,37094727,"Florida & Washington, DC","I am proud to represent Florida's 25th Congressional District and serve on @HouseAppropsGOP as Transportation, Housing + Urban Development Ranking Member",https://t.co/GyXi8NDS8j,M,R,FL,25.0
repdonyoung,37007274,"Ft. Yukon, AK","Teacher, State Rep, State Senator, Congressman for ALL Alaska for the last 46 years and Dean of the U.S. House of Representatives.",https://t.co/igN7z1qk5z,M,R,AK,
RepMaxineWaters,36686040,"Los Angeles/Washington, D.C.",Proudly serving the people of California's 43rd District in Congress. Chairwoman of the House Financial Services Committee (@FSCDems).,https://t.co/ODIbQQR7g9,F,D,CA,43.0
TransportGOP,35829796,"Washington, D.C.","Transportation & Infrastructure Committee:  Aviation, Maritime, Highway, Transit, Railroad, Pipeline, Hazmat, Water Resource. 
https://t.co/U77pFeIWjV",https://t.co/Nuz80ra8Hq,,,,
RepMikeRogersAL,33977070,"Washington, D.C./Anniston, AL",I am proud to represent Alabama's Third Congressional District.,http://t.co/xtRIwQK2MV,M,R,AL,3.0
RepBrianHiggins,33576489,"WNY and Washington, DC",Official account for the Office of Congressman Brian Higgins (NY-26) representing portions of Erie and Niagara counties. http://t.co/Cpl0TlH2JW,http://t.co/O0L2n6ZElF,M,D,NY,26.0
RepJoseSerrano,33563161,Bronx NY-Wash.DC,"Congressman representing #TheBronx, New York. Chairman of @AppropsDems Commerce, Justice & Science Subcommittee. Dean of @HispanicCaucus",http://t.co/jXKviVB0sc,M,D,NY,15.0
repgregwalden,32010840,Oregon,Proudly serving the people of Oregon's Second Congressional District.| Republican Leader of @housecommerce,https://t.co/Tehr6W0tBF,M,R,OR,2.0
FrankPallone,31801993,#NJ,"The official Twitter account of Congressman Frank Pallone, Jr. (D), of New Jersey's 6th district, Chairman of @EnergyCommerce Committee.",https://t.co/jZroKb15fq,M,D,NJ,6.0
jahimes,31611298,CT and DC,Connecticut Congressman. Reader. Runner. Swimmer. Apiarist. And I make maple syrup. And mead.,https://t.co/bX3QkwNAXG,M,D,CT,4.0
WaysMeansCmte,31128529,"Washington, DC","Official twitter account for Ways & Means – senior committee with jurisdiction over health care, trade, taxes, and Social Security. Chaired by @RepRichardNeal.",https://t.co/Ld6ZbDnPIe,,,,
OversightDems,31122582,"Washington, DC",Chairman @RepCummings|Committee on Oversight and Reform|RT and follows do not equal endorsements|Tweets from Cummings signed EEC,https://t.co/ILjlVmjNS6,,,,
EnergyCommerce,30929600,"Washington, DC",Official Twitter of the House Committee on Energy and Commerce. Chaired by @FrankPallone.,https://t.co/aYYYBq8sBe,,,,
AppropsDems,30912937,"Washington, DC",Chairwoman @NitaLowey and the House Appropriations Committee are investing in America’s working families. Updates from staff.,https://t.co/P0gSNa8fVT,,,,
BradSherman,30216513,"Sherman Oaks, CA",Proudly serving California's San Fernando Valley in the U.S. Congress. Admission: Some tweets are prepared by my staff on my behalf. RTs are not an endorsement.,https://t.co/SyFUwfPtR8,M,D,CA,30.0
RepAdamSchiff,29501253,"Burbank, CA",Representing California's 28th Congressional District. Chairman of the House Intelligence Committee (@HouseIntel).,https://t.co/uxaSLX8uQ7,M,D,CA,28.0
repjohnlewis,29450962,"Atlanta, GA","Congressman, Georgia's Fifth Congressional District",http://t.co/jkhd3kZYNd,M,D,GA,5.0
SenSanders,29442313,Vermont/DC,U.S. Senator Bernie Sanders of Vermont is the longest-serving independent in congressional history.,http://t.co/8AS4FI1oge,M,,VT,
SenJeffMerkley,29201047,Oregon,U.S. Senator from the State of Oregon. Instagram: https://t.co/pECsFBm1G1,https://t.co/uoOTYAkx5J,M,D,OR,
RepRaulGrijalva,28602948,"Washington, D.C.","Facebook- Raul M. Grijalva

Instagram- RepRaulGrijalva",http://t.co/IcLwlG7hqR,M,D,AZ,3.0
RepDianaDeGette,28599820,"Denver, CO","Member of Congress, Colorado's 1st Congressional District. Senior member of Energy and Commerce Committee.",http://t.co/ADHTXH6MGD,F,D,CO,1.0
PatrickMcHenry,27676828,"Denver, NC",I represent the citizens of North Carolina’s 10th District in the United States Congress.,http://t.co/fKHDu4b6V5,M,R,NC,10.0
RepWalterJones,26778110,Eastern North Carolina,Proudly representing the people of Eastern North Carolina. #NC03,http://t.co/G0tNMT3Ges,,,,
RepMcCaul,26424123,Texas' 10th District,Representing the 10th District of Texas | Leader of @houseforeigngop,https://t.co/4jvVzE7EQ5,M,R,TX,10.0
RepGusBilirakis,26051676,"Palm Harbor, Fla.","Congressman for Florida’s 12th Congressional District, Committees: @HouseCommerce @HouseVetAffairs",https://t.co/l47jweLmYL,M,R,FL,12.0
congbillposey,25086658,"Rockledge, FL","Congressman from Florida's 8th district, representing the Space and Treasure Coasts",http://t.co/tUCU5eCWsh,M,R,FL,8.0
RepSpeier,24913074,,"Fearless Fighter for women’s equality, LGBTQ rights & the disenfranchised. Proud mom of 2 kids & puppy Emma, wife & Rep for CA14, America's economic powerhouse!",https://t.co/kqVDVfirna,F,D,CA,14.0
RepHankJohnson,24745957,"Lithonia, GA; Washington","CBC Secretary, Chairman of the Courts, IP & Internet Subcommittee; Champion for working people",https://t.co/9yX6VnQSmY,M,D,GA,4.0
janschakowsky,24195214,"Chicago, IL","Official Twitter account for Rep. Jan Schakowsky, Illinois 9th Congressional District",https://t.co/qdNbWpywjL,F,D,IL,9.0
RepKenMarchant,23976316,"Irving and Washington, D.C.",Serving the 24th Congressional District of Texas | Member of @WaysandMeansGOP and House Ethics Committee,http://t.co/oo2nzXGA8N,M,R,TX,24.0
EleanorNorton,23600262,"Washington, DC",Member of the U.S. Congress representing the District of Columbia,https://t.co/gHzzk4LhKo,F,D,DC,0.0
davidcicilline,23593446,,Congressman for Rhode Island’s 1st District. DPCC Chair. Antitrust Subcommittee Chairman. #ForThePeople,,M,D,RI,1.0
TomColeOK04,23124635,Oklahoma,Proud to represent Oklahoma's Fourth District in the U.S. House of Representatives. Ranking Republican of @RulesReps. Staff moderated unless signed by me. -TC,https://t.co/btx4rGYBYy,M,R,OK,4.0
housesciencegop,23103488,Washington D.C.,"Official Twitter page of the Committee on Science, Space, and Technology Republicans. Frank Lucas, Ranking Member https://t.co/wBe2jSx2Kk",https://t.co/nJ6MJDw1p9,,,,
RepGregoryMeeks,22812754,"Queens, New York","Proudly serving the people of the 5th Congressional District of New York. For media inquiries, please contact andrei.vasilescu@mail.house.gov",https://t.co/YIqTnh2gac,M,D,NY,5.0
RepGwenMoore,22669526,"Washington, DC","Honored to represent Wisconsin’s 4th Congressional District. Proud mother, grandmother & great-grandmother. Loves poetry reading, knitting & crocheting.",https://t.co/ebeaMlYpu3,F,D,WI,4.0
KenCalvert,22545491,"Corona, CA ",Official Twitter Account for U.S. Representative Ken Calvert (CA-42),https://t.co/XcjXyjinJw,M,R,CA,42.0
repjimcooper,22523087,"Nashville, Tennessee",Official feed of U.S. Rep. Jim Cooper. Blue Dog Democrat representing Nashville area in Congress. Married with 3 great kids. Tweets by Jim & staff.,http://t.co/oqGeCZBvPf,M,D,TN,5.0
replouiegohmert,22055226,,"Member of Congress, representing the first district of Texas which encompasses over 12 counties stretching nearly 120 miles down the eastern border of Texas.",http://t.co/dvOOcVB1hy,M,R,TX,1.0
HouseScience,22053641,"Washington, DC","News from the U.S. House of Representatives Committee on Science, Space, and Technology - May not represent the views of Members of the Committee",https://t.co/xcUymHRDBO,,,,
SenAmyKlobuchar,22044727,,Official Twitter account of United States Senator Amy Klobuchar from Minnesota. Tweets by Senator Klobuchar signed -AK.,https://t.co/bz6bwQJCwZ,F,D,MN,
LeaderHoyer,22012091,"Washington, DC","The Majority Leader of the U.S. House of Representatives, representing Maryland's Fifth Congressional District.",https://t.co/g3oF48msqg,M,D,MD,5.0
SenMarkey,21406834,MA,"Official account for Senator Edward J. Markey. National leader on energy, environment, climate, telecom. Voice for consumer protection. https://t.co/nfYWzVp6R8",https://t.co/PvCpESuHno,M,D,MA,
RoyBlunt,21269970,Missouri,Official account of U.S. Senator Roy Blunt. Honored to represent the great state of Missouri. Serves as @SenateRPC Chairman.,http://t.co/PG3SSnhQDI,M,R,MO,
SenatorBurr,21157904,"Winston-Salem, NC","U.S. Senator from North Carolina, Chairman of the Senate Select Committee on Intelligence",http://t.co/MHZvAsvWrN,M,R,NC,
SenShelby,21111098,"Tuscaloosa, Alabama",The official Twitter page for U.S. Senator Richard Shelby (R-Ala.) https://t.co/YqOy54UpSf,https://t.co/1iULT8X6Vz,M,R,AL,
RepPerlmutter,20552026,Colorado,"Member of Congress, proudly representing the 7th District of Colorado https://t.co/wLRJaGd9rX",http://t.co/NZmeXSnqTP,M,D,CO,7.0
RepSchrader,20545793,Oregon,Proudly representing Oregon's 5th Congressional District,http://t.co/idnXprkzal,M,D,OR,5.0
VernBuchanan,20467163,Florida's 16th District,U.S. Congressman,http://t.co/Uq79SDySq2,M,R,FL,16.0
HASCRepublicans,20192403,"Washington, DC",The House Armed Services Committee Republicans; Twitter feed of the latest committee news and updates,http://t.co/JbIgCpT9T7,,,,
RepPeteOlson,20053279,"Washington, DC / Houston, TX",Proudly representing TX-22 in Congress. Follow me on Facebook: http://t.co/2aP7aRlj3f and Instagram: https://t.co/hBZNAgZcuI,http://t.co/fQR5L3fWi8,M,R,TX,22.0
PeterRoskam,20015903,"Wheaton, IL","Husband, father, and former U.S. Representative for the 6th District of Illinois.",,M,R,IL,6.0
RepKevinBrady,19926675,"The Woodlands, Texas","Dad. Husband. Top Republican @WaysandMeansGOP. Loves: Baseball, Texas, tax reform.",https://t.co/8xnAt5cC74,M,R,TX,8.0
GOPLeader,19739126,"Bakersfield, CA","Republican Leader and Representative of California's 23rd District in the House of Representatives.
https://t.co/ZqWsqD6L0T",https://t.co/eB1lud6Yi3,M,R,CA,23.0
SenatorCollins,19726613,Maine,"United States Senator from Maine. 

All tweets originate from the Press Office of Senator Susan Collins.",http://t.co/GC3gCGTqQX,F,R,ME,
repbenraylujan,19318314,,Representing New Mexico’s 3rd Congressional District. Assistant Speaker in the House of Representatives. @EnergyCommerce Committee & Member of @HispanicCaucus.,https://t.co/ssjfotQY45,M,D,NM,3.0
CongressmanGT,18967498,"Howard, Pennsylvania",I have the distinct honor and privilege to represent and serve the citizens of Pennsylvania's 15th Congressional District. #PA15,http://t.co/DvqrekKjtb,M,R,PA,15.0
senrobportman,18915145,Ohio,United States Senator from the Buckeye State.,https://t.co/IR7Ky4qOaO,M,R,OH,
JimLangevin,18909919,"Warwick, RI and Washington, DC",U.S. Congressman for Rhode Island's Second District,https://t.co/YIM4FH08Bf,M,D,RI,2.0
JeffFortenberry,18805303,"Lincoln, NE / Washington, D.C.",U.S. Representative for the First Congressional District of Nebraska,http://t.co/beLyQVqp1e,M,R,NE,1.0
RepScottPerry,18773159,,"Husband, Father of two young daughters, Small Businessman and Soldier. Congressman - 10th District (PA).",http://t.co/eu7DgRNJJj,M,R,PA,10.0
RepSires,18696134,"Washington, DC",U.S. Representative for New Jersey's 8th Congressional District,http://t.co/HW6WuZesn2,M,D,NJ,8.0
SenatorMenendez,18695134,"New Jersey, USA",U.S. Senator from New Jersey. 🇺🇸 Proud father of Alicia & Rob. Proud grandfather of Evangelina & Ofelia.,https://t.co/P6lBJPkIxI,M,D,NJ,
JerryMoran,18632666,Kansas,Official account of U.S. Senator Jerry Moran. Honored to represent Kansans in the U.S. Senate.,http://t.co/CBA3beMHNs,M,R,KS,
RepPeteKing,18277655,"Seaford, New York",Representing New York's 2nd Congressional District,http://t.co/KPR17HxYvl,M,R,NY,2.0
Jim_Jordan,18166778,"Washington, D.C. ",Proudly serving Ohio's beautiful fourth district. Ranking Member on @GOPoversight. Fighting to #DoWhatWeSaid,https://t.co/wd2j7YpRZm,M,R,OH,4.0
ChrisVanHollen,18137749,"Maryland, USA",U.S. Senator for Maryland,https://t.co/TrgkGknGmN,M,D,MD,
lisamurkowski,18061669,"Alaska & Washington, D.C.",Official Twitter account for U.S. Senator Lisa Murkowski. Follow me for news and updates on what's happening in the Senate and across Alaska.,https://t.co/I9sMLI6ela,F,R,AK,
JudgeCarter,18030431,#TX31 ,U.S. Congressman proudly serving the 31st District of Texas & @forthood. Former Judge. Proud @TexasTech Red Raider.,https://t.co/iPPDu1iB3W,M,R,TX,31.0
cathymcmorris,17976923,"Spokane, WA & Washington, DC",Proudly serving Washington's beautiful 5th District in Congress. Pioneer. Trailblazer. Leader. Working Mom of Three. Wife. Ability Advocate. Trustbuilder.,https://t.co/VmKvrs9Ni1,F,R,WA,5.0
dinatitus,17907578,"Fabulous Las Vegas, Nevada","Representative of Nevada's First District. Tweeting politics, culture & #OnlyInDistrict1.",https://t.co/nJxR59HXbP,F,D,NV,3.0
SenSchumer,17494010,"New York, NY",Official account of Senator Chuck Schumer - New York’s Senator RT≠endorsement,https://t.co/8Vw6E2f47h,M,D,NY,
EdLaborGOP,16424044,"Washington, D.C.","Fostering the best opportunities for students to learn, workers to succeed, and employers to grow. Republican Leader Rep. @VirginiaFoxx.",https://t.co/4vVHntvdqd,,,,
virginiafoxx,16256269,"Banner Elk, NC",Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District.,http://t.co/v3FwVSsRH1,F,R,NC,5.0
repblumenauer,15954997,"Portland, OR",Progressive Democrat proudly representing Oregon’s 3rd Congressional District.,https://t.co/tSU5eJrWdN,M,D,OR,3.0
SpeakerPelosi,15764644,San Francisco,"Speaker of the House, focused on strengthening America's middle class and creating jobs; mother, grandmother, dark chocolate connoisseur.",https://t.co/jztVqrP3x5,F,D,CA,12.0
michaelcburgess,15751083,"Washington, DC/Lake Dallas, TX","Congressman for Texas' 26th District, M.D. (Ob/Gyn) in my former life",http://t.co/qj3aLBJUa9,M,R,TX,26.0
marcorubio,15745368,United States,"Follower of Christ,Husband,Father, Proud AMERICAN, US Senator for Florida, #GatorNation & #FinsUp. Official tweets @SenRubioPress & Campaign tweets @TeamMarco",https://t.co/xm4vZLmGV0,M,R,FL,
RepShimkus,15600527,"Illinois, USA",I represent the 15th Congressional District of Illinois and Chair the @HouseCommerce Environment Subcommittee.,https://t.co/mFzyexaRq4,M,R,IL,15.0
boblatta,15394954,,Representing #OH5. Deputy Whip. Member of @HouseCommerce Committee. Republican Leader of the Communications and Technology Subcommittee.,https://t.co/CIaeduqh2k,M,R,OH,5.0
RobWittman,15356407,"Montross, VA","humble Rep. of VA01; proud husband, father, grandfather, and conservative; avid outdoorsman; Ranking Member of Seapower & Projection Forces Subcommittee",https://t.co/5zwhvl7HVu,M,R,VA,1.0
ChrisCoons,15324851,"Wilmington, DE","Father, husband, U.S. Senator from Delaware",https://t.co/xBCHCdwhCz,M,D,DE,
chelliepingree,14984637,Maine -- the best place to be!,"Farmer, mother, Maine islander, Member of Congress and @AppropsDems, lover of root vegetables.",https://t.co/vYvpiUfhcg,F,D,ME,1.0
GrahamBlog,14845376,"Washington, DC",Twitter feed for U.S. Senator Lindsey Graham of South Carolina.,http://t.co/x7LZALizg6,M,R,SC,
SenateGOP,14344823,"Washington, D.C.",News and updates from Republican senators and their staff. Chairman @SenJohnBarrasso.,https://t.co/LRez78SkoK,,,,
RepTimRyan,13491312,"Warren, OH",Congressman for Ohio’s 13th District. Follow me on Instagram: https://t.co/Yg0NJpu0wF,https://t.co/0WxOy7ihZ8,M,D,OH,13.0
JohnCornyn,13218102,"Austin, Texas","Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",,M,R,TX,
WaysandMeansGOP,12788332,"Washington, D.C.","The Senior Committee, with jurisdiction over taxes, trade, healthcare, welfare, and Social Security",https://t.co/RORoP6Sbor,,,,
SteveDaines,11651202,"Bozeman, MT",Married 32 years to sweet Cindy. Parents of four. Grandpa to one. Three dogs. Serving the people of Montana in the U.S. Senate. 🇺🇸,https://t.co/6cQwcMCeGt,M,R,MT,
ChuckGrassley,10615232,Iowa,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",https://t.co/CM45Tl33ts,M,R,IA,
